/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:5: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(x)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:6: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(y)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/ShiftedConv2d.py:33: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.shifts = torch.tensor(shifts)
Epoch:   0%|          | 0/40 [00:00<?, ?it/s]
Batch:   0%|          | 0/9158 [00:00<?, ?it/s][A
Batch:   0%|          | 45/9158 [00:10<34:26,  4.41it/s, train_loss=2.41, train_acc=0, avg_tr_acc=0.0944, avg_tr_loss=4.26][A
Batch:   1%|          | 91/9158 [00:20<33:39,  4.49it/s, train_loss=3.08, train_acc=0, avg_tr_acc=0.0893, avg_tr_loss=3.63][A
Batch:   1%|1         | 137/9158 [00:30<33:20,  4.51it/s, train_loss=2.09, train_acc=0.125, avg_tr_acc=0.108, avg_tr_loss=3.26][A
Batch:   2%|1         | 183/9158 [00:40<33:04,  4.52it/s, train_loss=2.14, train_acc=0.25, avg_tr_acc=0.113, avg_tr_loss=3.1]  [A
Batch:   3%|2         | 229/9158 [00:50<32:51,  4.53it/s, train_loss=2.37, train_acc=0.125, avg_tr_acc=0.12, avg_tr_loss=2.98][A
Batch:   3%|3         | 275/9158 [01:00<32:39,  4.53it/s, train_loss=2.13, train_acc=0.125, avg_tr_acc=0.124, avg_tr_loss=2.89][A
Batch:   4%|3         | 321/9158 [01:11<32:29,  4.53it/s, train_loss=2.35, train_acc=0.125, avg_tr_acc=0.127, avg_tr_loss=2.83][A
Batch:   4%|4         | 367/9158 [01:21<32:17,  4.54it/s, train_loss=2.3, train_acc=0.125, avg_tr_acc=0.131, avg_tr_loss=2.78] [A
Batch:   5%|4         | 413/9158 [01:31<32:13,  4.52it/s, train_loss=2.38, train_acc=0.25, avg_tr_acc=0.134, avg_tr_loss=2.75][A
Batch:   5%|5         | 458/9158 [01:41<32:06,  4.52it/s, train_loss=2.41, train_acc=0.25, avg_tr_acc=0.137, avg_tr_loss=2.73][A
Batch:   6%|5         | 504/9158 [01:51<31:53,  4.52it/s, train_loss=2.9, train_acc=0, avg_tr_acc=0.136, avg_tr_loss=2.7]     [A
