/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:5: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(x)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:6: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(y)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/ShiftedConv2d.py:33: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.shifts = torch.tensor(shifts)
Epoch:   0%|          | 0/40 [00:00<?, ?it/s]
Batch:   0%|          | 0/9158 [00:00<?, ?it/s][A
Batch:   0%|          | 16/9158 [00:10<1:39:29,  1.53it/s, train_loss=19.1, train_acc=0.125, avg_tr_acc=0.172, avg_tr_loss=7.13][A
Batch:   0%|          | 32/9158 [00:20<1:38:11,  1.55it/s, train_loss=4.11, train_acc=0, avg_tr_acc=0.129, avg_tr_loss=6.53]    [A
Batch:   1%|          | 48/9158 [00:30<1:37:43,  1.55it/s, train_loss=6.51, train_acc=0.125, avg_tr_acc=0.128, avg_tr_loss=5.83][A
Batch:   1%|          | 64/9158 [00:41<1:37:24,  1.56it/s, train_loss=4, train_acc=0, avg_tr_acc=0.125, avg_tr_loss=5.19]       [A
Batch:   1%|          | 80/9158 [00:51<1:37:13,  1.56it/s, train_loss=5.6, train_acc=0.125, avg_tr_acc=0.12, avg_tr_loss=4.88][A
Batch:   1%|1         | 96/9158 [01:01<1:37:04,  1.56it/s, train_loss=2.55, train_acc=0.125, avg_tr_acc=0.128, avg_tr_loss=4.68][A
Batch:   1%|1         | 112/9158 [01:12<1:36:59,  1.55it/s, train_loss=3.42, train_acc=0, avg_tr_acc=0.127, avg_tr_loss=4.49]   [A
Batch:   1%|1         | 128/9158 [01:22<1:36:45,  1.56it/s, train_loss=3.49, train_acc=0.125, avg_tr_acc=0.131, avg_tr_loss=4.37][A
Batch:   2%|1         | 144/9158 [01:32<1:36:38,  1.55it/s, train_loss=3.52, train_acc=0.125, avg_tr_acc=0.13, avg_tr_loss=4.32] [A
