/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:5: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(x)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:6: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(y)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/ShiftedConv2d.py:33: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.shifts = torch.tensor(shifts)
Epoch:   0%|          | 0/40 [00:00<?, ?it/s]
Batch:   0%|          | 0/9158 [00:00<?, ?it/s][A
Batch:   1%|          | 48/9158 [00:10<31:56,  4.75it/s, train_loss=3.06, train_acc=0.125, avg_tr_acc=0.13, avg_tr_loss=5.32][A
Batch:   1%|1         | 97/9158 [00:20<31:34,  4.78it/s, train_loss=2.7, train_acc=0.125, avg_tr_acc=0.126, avg_tr_loss=4.55][A
Batch:   2%|1         | 146/9158 [00:30<31:21,  4.79it/s, train_loss=3.47, train_acc=0.125, avg_tr_acc=0.134, avg_tr_loss=4.31][A
Batch:   2%|2         | 194/9158 [00:40<31:09,  4.79it/s, train_loss=3.12, train_acc=0.125, avg_tr_acc=0.135, avg_tr_loss=3.98][A
Batch:   3%|2         | 243/9158 [00:50<30:58,  4.80it/s, train_loss=4.46, train_acc=0.125, avg_tr_acc=0.135, avg_tr_loss=3.9] [A
Batch:   3%|3         | 292/9158 [01:00<30:47,  4.80it/s, train_loss=2.55, train_acc=0.125, avg_tr_acc=0.139, avg_tr_loss=3.74][A
Batch:   4%|3         | 341/9158 [01:11<30:37,  4.80it/s, train_loss=2.12, train_acc=0.25, avg_tr_acc=0.141, avg_tr_loss=3.64] [A
Batch:   4%|4         | 390/9158 [01:21<30:26,  4.80it/s, train_loss=2.31, train_acc=0.125, avg_tr_acc=0.146, avg_tr_loss=3.5][A
Batch:   5%|4         | 439/9158 [01:31<30:15,  4.80it/s, train_loss=3.47, train_acc=0, avg_tr_acc=0.151, avg_tr_loss=3.41]   [A
Batch:   5%|5         | 488/9158 [01:41<30:05,  4.80it/s, train_loss=2.22, train_acc=0.125, avg_tr_acc=0.155, avg_tr_loss=3.31][A
Batch:   6%|5         | 537/9158 [01:51<29:55,  4.80it/s, train_loss=2.34, train_acc=0.25, avg_tr_acc=0.158, avg_tr_loss=3.23] [A
Batch:   6%|6         | 586/9158 [02:02<29:45,  4.80it/s, train_loss=2.1, train_acc=0.375, avg_tr_acc=0.162, avg_tr_loss=3.15][A
Batch:   7%|6         | 635/9158 [02:12<29:34,  4.80it/s, train_loss=2.5, train_acc=0.125, avg_tr_acc=0.164, avg_tr_loss=3.08][A
Batch:   7%|7         | 684/9158 [02:22<29:24,  4.80it/s, train_loss=2.09, train_acc=0.375, avg_tr_acc=0.165, avg_tr_loss=3.02][A
Batch:   8%|8         | 733/9158 [02:32<29:14,  4.80it/s, train_loss=1.94, train_acc=0.5, avg_tr_acc=0.164, avg_tr_loss=2.97]  [A
Batch:   9%|8         | 782/9158 [02:42<29:03,  4.80it/s, train_loss=2.26, train_acc=0.125, avg_tr_acc=0.164, avg_tr_loss=2.93][A
Batch:   9%|9         | 831/9158 [02:53<28:53,  4.80it/s, train_loss=2.15, train_acc=0.375, avg_tr_acc=0.166, avg_tr_loss=2.89][A
Batch:  10%|9         | 880/9158 [03:03<28:43,  4.80it/s, train_loss=2.44, train_acc=0.125, avg_tr_acc=0.167, avg_tr_loss=2.86][A
Batch:  10%|#         | 929/9158 [03:13<28:33,  4.80it/s, train_loss=2.06, train_acc=0.25, avg_tr_acc=0.168, avg_tr_loss=2.82] [A
Batch:  11%|#         | 978/9158 [03:23<28:22,  4.80it/s, train_loss=2.11, train_acc=0.25, avg_tr_acc=0.17, avg_tr_loss=2.79] [A
Batch:  11%|#1        | 1027/9158 [03:33<28:12,  4.80it/s, train_loss=2.23, train_acc=0.125, avg_tr_acc=0.172, avg_tr_loss=2.77][A
Batch:  12%|#1        | 1076/9158 [03:44<28:03,  4.80it/s, train_loss=2.23, train_acc=0.125, avg_tr_acc=0.17, avg_tr_loss=2.75] [A
Batch:  12%|#2        | 1125/9158 [03:54<27:52,  4.80it/s, train_loss=2.01, train_acc=0.25, avg_tr_acc=0.171, avg_tr_loss=2.72][A
Batch:  13%|#2        | 1174/9158 [04:04<27:42,  4.80it/s, train_loss=2.35, train_acc=0.125, avg_tr_acc=0.171, avg_tr_loss=2.7][A
Batch:  13%|#3        | 1223/9158 [04:14<27:32,  4.80it/s, train_loss=2.21, train_acc=0.125, avg_tr_acc=0.174, avg_tr_loss=2.68][A
Batch:  14%|#3        | 1272/9158 [04:24<27:21,  4.80it/s, train_loss=2.37, train_acc=0.25, avg_tr_acc=0.174, avg_tr_loss=2.67] [A
Batch:  14%|#4        | 1321/9158 [04:35<27:11,  4.80it/s, train_loss=2.1, train_acc=0.375, avg_tr_acc=0.174, avg_tr_loss=2.65][A
Batch:  15%|#4        | 1370/9158 [04:45<27:01,  4.80it/s, train_loss=2.55, train_acc=0, avg_tr_acc=0.175, avg_tr_loss=2.64]   [A
Batch:  15%|#5        | 1419/9158 [04:55<26:51,  4.80it/s, train_loss=2.21, train_acc=0.125, avg_tr_acc=0.174, avg_tr_loss=2.62][A
Batch:  16%|#6        | 1468/9158 [05:05<26:41,  4.80it/s, train_loss=2.3, train_acc=0.25, avg_tr_acc=0.175, avg_tr_loss=2.61]  [A
Batch:  17%|#6        | 1517/9158 [05:16<26:32,  4.80it/s, train_loss=2.23, train_acc=0, avg_tr_acc=0.175, avg_tr_loss=2.6]   [A
Batch:  17%|#7        | 1565/9158 [05:26<26:22,  4.80it/s, train_loss=2.15, train_acc=0.25, avg_tr_acc=0.176, avg_tr_loss=2.59][A
Batch:  18%|#7        | 1614/9158 [05:36<26:11,  4.80it/s, train_loss=2.33, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.57][A
Batch:  18%|#8        | 1663/9158 [05:46<26:00,  4.80it/s, train_loss=2.2, train_acc=0.125, avg_tr_acc=0.178, avg_tr_loss=2.56][A
Batch:  19%|#8        | 1712/9158 [05:56<25:50,  4.80it/s, train_loss=2.28, train_acc=0, avg_tr_acc=0.177, avg_tr_loss=2.56]   [A
Batch:  19%|#9        | 1761/9158 [06:06<25:40,  4.80it/s, train_loss=1.81, train_acc=0.375, avg_tr_acc=0.179, avg_tr_loss=2.55][A
Batch:  20%|#9        | 1810/9158 [06:17<25:29,  4.80it/s, train_loss=2.24, train_acc=0.125, avg_tr_acc=0.178, avg_tr_loss=2.54][A
Batch:  20%|##        | 1859/9158 [06:27<25:19,  4.80it/s, train_loss=2.13, train_acc=0.25, avg_tr_acc=0.177, avg_tr_loss=2.53] [A
Batch:  21%|##        | 1908/9158 [06:37<25:09,  4.80it/s, train_loss=2.27, train_acc=0.25, avg_tr_acc=0.177, avg_tr_loss=2.53][A
Batch:  21%|##1       | 1957/9158 [06:47<24:59,  4.80it/s, train_loss=2.34, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.52][A
Batch:  22%|##1       | 2006/9158 [06:57<24:49,  4.80it/s, train_loss=2.28, train_acc=0.25, avg_tr_acc=0.179, avg_tr_loss=2.51][A
Batch:  22%|##2       | 2055/9158 [07:08<24:39,  4.80it/s, train_loss=2.55, train_acc=0.125, avg_tr_acc=0.178, avg_tr_loss=2.51][A
Batch:  23%|##2       | 2103/9158 [07:18<24:29,  4.80it/s, train_loss=2.61, train_acc=0, avg_tr_acc=0.179, avg_tr_loss=2.5]     [A
Batch:  23%|##3       | 2152/9158 [07:28<24:18,  4.80it/s, train_loss=2.32, train_acc=0.125, avg_tr_acc=0.179, avg_tr_loss=2.49][A
Batch:  24%|##4       | 2201/9158 [07:38<24:08,  4.80it/s, train_loss=2.16, train_acc=0.125, avg_tr_acc=0.179, avg_tr_loss=2.49][A
Batch:  25%|##4       | 2250/9158 [07:48<23:58,  4.80it/s, train_loss=2.42, train_acc=0.25, avg_tr_acc=0.179, avg_tr_loss=2.48] [A
Batch:  25%|##5       | 2299/9158 [07:58<23:48,  4.80it/s, train_loss=2.04, train_acc=0.375, avg_tr_acc=0.18, avg_tr_loss=2.48][A
Batch:  26%|##5       | 2348/9158 [08:09<23:37,  4.80it/s, train_loss=2.34, train_acc=0.25, avg_tr_acc=0.18, avg_tr_loss=2.47] [A
Batch:  26%|##6       | 2397/9158 [08:19<23:27,  4.80it/s, train_loss=2.53, train_acc=0, avg_tr_acc=0.179, avg_tr_loss=2.47]  [A
Batch:  27%|##6       | 2446/9158 [08:29<23:17,  4.80it/s, train_loss=2.15, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.47][A
Batch:  27%|##7       | 2495/9158 [08:39<23:07,  4.80it/s, train_loss=2.1, train_acc=0.375, avg_tr_acc=0.178, avg_tr_loss=2.46][A
Batch:  28%|##7       | 2544/9158 [08:49<22:57,  4.80it/s, train_loss=2.56, train_acc=0, avg_tr_acc=0.178, avg_tr_loss=2.46]   [A
Batch:  28%|##7       | 2544/9158 [08:59<22:57,  4.80it/s, train_loss=2, train_acc=0.375, avg_tr_acc=0.178, avg_tr_loss=2.45][A
Batch:  28%|##8       | 2593/9158 [09:00<22:46,  4.80it/s, train_loss=2.38, train_acc=0, avg_tr_acc=0.178, avg_tr_loss=2.45] [A
Batch:  29%|##8       | 2642/9158 [09:10<22:36,  4.80it/s, train_loss=2.11, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.45][A
Batch:  29%|##9       | 2691/9158 [09:20<22:26,  4.80it/s, train_loss=2.23, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.45][A
Batch:  30%|##9       | 2740/9158 [09:30<22:16,  4.80it/s, train_loss=2.36, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.44][A
Batch:  30%|###       | 2789/9158 [09:40<22:06,  4.80it/s, train_loss=2.21, train_acc=0, avg_tr_acc=0.178, avg_tr_loss=2.44]   [A
Batch:  31%|###       | 2838/9158 [09:51<21:55,  4.80it/s, train_loss=2.01, train_acc=0.375, avg_tr_acc=0.178, avg_tr_loss=2.44][A
Batch:  32%|###1      | 2887/9158 [10:01<21:45,  4.80it/s, train_loss=2.2, train_acc=0.125, avg_tr_acc=0.178, avg_tr_loss=2.43] [A
Batch:  32%|###2      | 2936/9158 [10:11<21:35,  4.80it/s, train_loss=2.17, train_acc=0.25, avg_tr_acc=0.178, avg_tr_loss=2.43][A
Batch:  33%|###2      | 2985/9158 [10:21<21:25,  4.80it/s, train_loss=2.08, train_acc=0.375, avg_tr_acc=0.178, avg_tr_loss=2.43][A
Batch:  33%|###3      | 3034/9158 [10:31<21:15,  4.80it/s, train_loss=2.3, train_acc=0.125, avg_tr_acc=0.178, avg_tr_loss=2.43] [A
Batch:  34%|###3      | 3083/9158 [10:42<21:05,  4.80it/s, train_loss=2.07, train_acc=0.375, avg_tr_acc=0.179, avg_tr_loss=2.42][A
Batch:  34%|###4      | 3132/9158 [10:52<20:54,  4.80it/s, train_loss=2.45, train_acc=0, avg_tr_acc=0.179, avg_tr_loss=2.42]    [A
Batch:  35%|###4      | 3181/9158 [11:02<20:44,  4.80it/s, train_loss=2.18, train_acc=0.25, avg_tr_acc=0.179, avg_tr_loss=2.42][A
Batch:  35%|###5      | 3230/9158 [11:12<20:34,  4.80it/s, train_loss=2.26, train_acc=0.125, avg_tr_acc=0.18, avg_tr_loss=2.42][A
Batch:  36%|###5      | 3279/9158 [11:22<20:24,  4.80it/s, train_loss=2.39, train_acc=0.125, avg_tr_acc=0.18, avg_tr_loss=2.41][A
Batch:  36%|###6      | 3328/9158 [11:33<20:14,  4.80it/s, train_loss=2.39, train_acc=0, avg_tr_acc=0.18, avg_tr_loss=2.41]    [A
Batch:  37%|###6      | 3377/9158 [11:43<20:04,  4.80it/s, train_loss=2.26, train_acc=0.25, avg_tr_acc=0.18, avg_tr_loss=2.41][A
Batch:  37%|###7      | 3426/9158 [11:53<19:53,  4.80it/s, train_loss=2.31, train_acc=0.25, avg_tr_acc=0.181, avg_tr_loss=2.4][A
Batch:  38%|###7      | 3475/9158 [12:03<19:43,  4.80it/s, train_loss=2.09, train_acc=0.375, avg_tr_acc=0.181, avg_tr_loss=2.4][A
Batch:  38%|###8      | 3524/9158 [12:13<19:33,  4.80it/s, train_loss=2.14, train_acc=0.375, avg_tr_acc=0.181, avg_tr_loss=2.4][A
Batch:  39%|###9      | 3573/9158 [12:24<19:22,  4.80it/s, train_loss=2.21, train_acc=0.25, avg_tr_acc=0.181, avg_tr_loss=2.4] [A
Batch:  40%|###9      | 3622/9158 [12:34<19:12,  4.80it/s, train_loss=2.29, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.4][A
Batch:  40%|####      | 3671/9158 [12:44<19:02,  4.80it/s, train_loss=2.04, train_acc=0.5, avg_tr_acc=0.182, avg_tr_loss=2.39] [A
Batch:  41%|####      | 3720/9158 [12:54<18:52,  4.80it/s, train_loss=2.5, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.39][A
Batch:  41%|####1     | 3769/9158 [13:04<18:41,  4.80it/s, train_loss=2.16, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.39][A
Batch:  42%|####1     | 3818/9158 [13:15<18:31,  4.80it/s, train_loss=2.03, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.39][A
Batch:  42%|####2     | 3867/9158 [13:25<18:21,  4.80it/s, train_loss=2.02, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.39] [A
Batch:  43%|####2     | 3916/9158 [13:35<18:11,  4.80it/s, train_loss=2.18, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.38][A
Batch:  43%|####3     | 3965/9158 [13:47<18:01,  4.80it/s, train_loss=2.32, train_acc=0, avg_tr_acc=0.182, avg_tr_loss=2.38]    [A
Batch:  44%|####3     | 4014/9158 [13:57<18:53,  4.54it/s, train_loss=2.17, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.38][A
Batch:  44%|####4     | 4063/9158 [14:08<18:24,  4.61it/s, train_loss=2.35, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.38][A
Batch:  45%|####4     | 4112/9158 [14:18<18:00,  4.67it/s, train_loss=2.24, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.38][A
Batch:  45%|####5     | 4161/9158 [14:28<17:41,  4.71it/s, train_loss=2.2, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.38]  [A
Batch:  46%|####5     | 4210/9158 [14:38<17:24,  4.74it/s, train_loss=2.42, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.38][A
Batch:  47%|####6     | 4259/9158 [14:58<17:09,  4.76it/s, train_loss=2.29, train_acc=0.125, avg_tr_acc=0.183, avg_tr_loss=2.37][A
Batch:  47%|####6     | 4259/9158 [15:08<17:09,  4.76it/s, train_loss=2.18, train_acc=0.375, avg_tr_acc=0.183, avg_tr_loss=2.37][A
Batch:  47%|####7     | 4307/9158 [15:08<21:29,  3.76it/s, train_loss=2.08, train_acc=0.375, avg_tr_acc=0.183, avg_tr_loss=2.37][A
Batch:  48%|####7     | 4356/9158 [15:18<19:52,  4.03it/s, train_loss=2.24, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.37] [A
Batch:  48%|####8     | 4405/9158 [15:28<18:43,  4.23it/s, train_loss=2.4, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.37][A
Batch:  49%|####8     | 4454/9158 [15:38<17:52,  4.39it/s, train_loss=2.35, train_acc=0, avg_tr_acc=0.182, avg_tr_loss=2.37]   [A
Batch:  49%|####9     | 4503/9158 [15:48<17:13,  4.50it/s, train_loss=2.02, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.37][A
Batch:  50%|####9     | 4552/9158 [16:08<16:43,  4.59it/s, train_loss=2.21, train_acc=0.25, avg_tr_acc=0.183, avg_tr_loss=2.37] [A
Batch:  50%|####9     | 4552/9158 [16:18<16:43,  4.59it/s, train_loss=2.29, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  50%|#####     | 4600/9158 [16:18<20:36,  3.69it/s, train_loss=2.44, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  51%|#####     | 4649/9158 [16:28<18:57,  3.96it/s, train_loss=2.05, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.36] [A
Batch:  51%|#####1    | 4698/9158 [16:38<17:45,  4.18it/s, train_loss=2.07, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  52%|#####1    | 4747/9158 [16:48<16:53,  4.35it/s, train_loss=2.15, train_acc=0.5, avg_tr_acc=0.182, avg_tr_loss=2.36]  [A
Batch:  52%|#####2    | 4796/9158 [16:58<16:13,  4.48it/s, train_loss=1.98, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  53%|#####2    | 4845/9158 [17:18<15:43,  4.57it/s, train_loss=2.28, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  53%|#####2    | 4845/9158 [17:28<15:43,  4.57it/s, train_loss=2.09, train_acc=0.25, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  53%|#####3    | 4893/9158 [17:28<19:24,  3.66it/s, train_loss=1.96, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  54%|#####3    | 4941/9158 [17:38<17:50,  3.94it/s, train_loss=2.26, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  54%|#####4    | 4990/9158 [17:48<16:40,  4.17it/s, train_loss=2.02, train_acc=0.375, avg_tr_acc=0.182, avg_tr_loss=2.36][A
Batch:  55%|#####5    | 5039/9158 [17:58<15:49,  4.34it/s, train_loss=2.25, train_acc=0.125, avg_tr_acc=0.182, avg_tr_loss=2.36][A
