/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:5: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(x)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/interpolation.py:6: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(y)
/geode2/home/u080/skarukas/Carbonate/SITH/models/other_layers/ShiftedConv2d.py:33: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.shifts = torch.tensor(shifts)
Epoch:   0%|          | 0/40 [00:00<?, ?it/s]
Batch:   0%|          | 0/9158 [00:00<?, ?it/s][A
Batch:   0%|          | 21/9158 [00:10<1:13:57,  2.06it/s, train_loss=4.57, train_acc=0.125, avg_tr_acc=0.0833, avg_tr_loss=6.03][A
Batch:   0%|          | 43/9158 [00:20<1:12:43,  2.09it/s, train_loss=2.92, train_acc=0.125, avg_tr_acc=0.105, avg_tr_loss=4.53] [A
Batch:   1%|          | 65/9158 [00:31<1:12:12,  2.10it/s, train_loss=3, train_acc=0, avg_tr_acc=0.112, avg_tr_loss=3.86]       [A
Batch:   1%|          | 87/9158 [00:41<1:11:54,  2.10it/s, train_loss=2.2, train_acc=0.5, avg_tr_acc=0.132, avg_tr_loss=3.5][A
Batch:   1%|1         | 109/9158 [00:51<1:11:37,  2.11it/s, train_loss=2.36, train_acc=0.25, avg_tr_acc=0.143, avg_tr_loss=3.27][A
Batch:   1%|1         | 131/9158 [01:02<1:11:24,  2.11it/s, train_loss=2.29, train_acc=0.25, avg_tr_acc=0.148, avg_tr_loss=3.12][A
Batch:   2%|1         | 153/9158 [01:12<1:11:12,  2.11it/s, train_loss=2.28, train_acc=0.25, avg_tr_acc=0.148, avg_tr_loss=3.01][A
Batch:   2%|1         | 175/9158 [01:23<1:10:59,  2.11it/s, train_loss=2.7, train_acc=0.25, avg_tr_acc=0.149, avg_tr_loss=2.92] [A
Batch:   2%|2         | 197/9158 [01:33<1:10:48,  2.11it/s, train_loss=2.36, train_acc=0, avg_tr_acc=0.15, avg_tr_loss=2.85]   [A
Batch:   2%|2         | 219/9158 [01:44<1:10:37,  2.11it/s, train_loss=1.96, train_acc=0.375, avg_tr_acc=0.154, avg_tr_loss=2.8][A
Batch:   3%|2         | 241/9158 [01:54<1:10:25,  2.11it/s, train_loss=2.8, train_acc=0, avg_tr_acc=0.158, avg_tr_loss=2.75]    [A
Batch:   3%|2         | 263/9158 [02:04<1:10:14,  2.11it/s, train_loss=1.97, train_acc=0.25, avg_tr_acc=0.16, avg_tr_loss=2.72][A
Batch:   3%|3         | 285/9158 [02:15<1:10:03,  2.11it/s, train_loss=2.37, train_acc=0.25, avg_tr_acc=0.16, avg_tr_loss=2.69][A
Batch:   3%|3         | 307/9158 [02:25<1:09:52,  2.11it/s, train_loss=2.07, train_acc=0.125, avg_tr_acc=0.161, avg_tr_loss=2.67][A
Batch:   4%|3         | 329/9158 [02:36<1:09:42,  2.11it/s, train_loss=2.11, train_acc=0.125, avg_tr_acc=0.158, avg_tr_loss=2.65][A
Batch:   4%|3         | 351/9158 [02:46<1:09:31,  2.11it/s, train_loss=2.17, train_acc=0.125, avg_tr_acc=0.159, avg_tr_loss=2.63][A
Batch:   4%|4         | 373/9158 [02:56<1:09:20,  2.11it/s, train_loss=2.21, train_acc=0.125, avg_tr_acc=0.158, avg_tr_loss=2.61][A
Batch:   4%|4         | 395/9158 [03:07<1:09:12,  2.11it/s, train_loss=2.7, train_acc=0, avg_tr_acc=0.156, avg_tr_loss=2.59]     [A
Batch:   5%|4         | 417/9158 [03:17<1:09:01,  2.11it/s, train_loss=2.45, train_acc=0.125, avg_tr_acc=0.156, avg_tr_loss=2.58][A
Batch:   5%|4         | 439/9158 [03:28<1:08:50,  2.11it/s, train_loss=2.66, train_acc=0, avg_tr_acc=0.155, avg_tr_loss=2.57]    [A
Batch:   5%|5         | 461/9158 [03:38<1:08:39,  2.11it/s, train_loss=2.44, train_acc=0, avg_tr_acc=0.155, avg_tr_loss=2.56][A
Batch:   5%|5         | 483/9158 [03:49<1:08:29,  2.11it/s, train_loss=2.33, train_acc=0.125, avg_tr_acc=0.156, avg_tr_loss=2.55][A
Batch:   6%|5         | 505/9158 [03:59<1:08:18,  2.11it/s, train_loss=2, train_acc=0.25, avg_tr_acc=0.156, avg_tr_loss=2.53]    [A
Batch:   6%|5         | 527/9158 [04:09<1:08:08,  2.11it/s, train_loss=2.12, train_acc=0.125, avg_tr_acc=0.155, avg_tr_loss=2.53][A
Batch:   6%|5         | 527/9158 [04:19<1:08:08,  2.11it/s, train_loss=2.2, train_acc=0.25, avg_tr_acc=0.157, avg_tr_loss=2.52]  [A
Batch:   6%|5         | 549/9158 [04:20<1:07:58,  2.11it/s, train_loss=2.59, train_acc=0.125, avg_tr_acc=0.157, avg_tr_loss=2.52][A
Batch:   6%|6         | 571/9158 [04:30<1:07:48,  2.11it/s, train_loss=2.41, train_acc=0.125, avg_tr_acc=0.159, avg_tr_loss=2.51][A
Batch:   6%|6         | 593/9158 [04:41<1:07:37,  2.11it/s, train_loss=2.36, train_acc=0.25, avg_tr_acc=0.161, avg_tr_loss=2.5]  [A
Batch:   7%|6         | 615/9158 [04:51<1:07:27,  2.11it/s, train_loss=2.2, train_acc=0.25, avg_tr_acc=0.161, avg_tr_loss=2.49][A
Batch:   7%|6         | 637/9158 [05:02<1:07:16,  2.11it/s, train_loss=2.41, train_acc=0.25, avg_tr_acc=0.162, avg_tr_loss=2.48][A
Batch:   7%|7         | 659/9158 [05:12<1:07:07,  2.11it/s, train_loss=2.25, train_acc=0.25, avg_tr_acc=0.161, avg_tr_loss=2.48][A
Batch:   7%|7         | 681/9158 [05:22<1:06:56,  2.11it/s, train_loss=2.62, train_acc=0.125, avg_tr_acc=0.162, avg_tr_loss=2.47][A
Batch:   8%|7         | 703/9158 [05:33<1:06:46,  2.11it/s, train_loss=2.41, train_acc=0.25, avg_tr_acc=0.161, avg_tr_loss=2.47] [A
Batch:   8%|7         | 725/9158 [05:43<1:06:35,  2.11it/s, train_loss=2.16, train_acc=0.25, avg_tr_acc=0.162, avg_tr_loss=2.46][A
Batch:   8%|8         | 747/9158 [05:54<1:06:25,  2.11it/s, train_loss=2.3, train_acc=0.25, avg_tr_acc=0.162, avg_tr_loss=2.46] [A
Batch:   8%|8         | 769/9158 [06:04<1:06:14,  2.11it/s, train_loss=2.5, train_acc=0, avg_tr_acc=0.162, avg_tr_loss=2.45]   [A
