/N/soft/sles15/deeplearning/Python-3.9.7/lib/python3.9/site-packages/torchvision/datasets/mnist.py:498: UserWarning: The given NumPy array is not writeable, and PyTorch does not support non-writeable tensors. This means you can write to the underlying (supposedly non-writeable) NumPy array using the tensor. You may want to copy the array to protect its data or make it writeable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at  ../torch/csrc/utils/tensor_numpy.cpp:180.)
  return torch.from_numpy(parsed.astype(m[2], copy=False)).view(*s)
Epoch:   0%|          | 0/40 [00:00<?, ?it/s]
Batch:   0%|          | 0/1875 [00:00<?, ?it/s][A
Batch:   4%|4         | 77/1875 [00:10<03:54,  7.65it/s, train_loss=1.67, train_acc=0.469, avg_tr_acc=0.253, avg_tr_loss=2.1][A
Batch:   8%|8         | 159/1875 [00:20<03:35,  7.97it/s, train_loss=1.04, train_acc=0.719, avg_tr_acc=0.385, avg_tr_loss=1.74][A
Batch:  13%|#2        | 241/1875 [00:30<03:22,  8.06it/s, train_loss=0.825, train_acc=0.781, avg_tr_acc=0.491, avg_tr_loss=1.48][A
Batch:  17%|#7        | 323/1875 [00:40<03:11,  8.11it/s, train_loss=0.459, train_acc=0.844, avg_tr_acc=0.554, avg_tr_loss=1.32][A
Batch:  22%|##1       | 405/1875 [00:50<03:00,  8.13it/s, train_loss=0.607, train_acc=0.812, avg_tr_acc=0.599, avg_tr_loss=1.2] [A
Batch:  26%|##5       | 487/1875 [01:00<02:50,  8.15it/s, train_loss=0.667, train_acc=0.781, avg_tr_acc=0.636, avg_tr_loss=1.09][A
Batch:  30%|###       | 569/1875 [01:10<02:40,  8.15it/s, train_loss=0.73, train_acc=0.75, avg_tr_acc=0.664, avg_tr_loss=1.01]  [A
Batch:  35%|###4      | 651/1875 [01:20<02:29,  8.16it/s, train_loss=0.563, train_acc=0.875, avg_tr_acc=0.687, avg_tr_loss=0.946][A
Batch:  39%|###9      | 733/1875 [01:30<02:19,  8.16it/s, train_loss=0.325, train_acc=0.875, avg_tr_acc=0.706, avg_tr_loss=0.892][A
Batch:  43%|####3     | 815/1875 [01:40<02:09,  8.17it/s, train_loss=0.353, train_acc=0.844, avg_tr_acc=0.723, avg_tr_loss=0.845][A
Batch:  48%|####7     | 897/1875 [01:50<01:59,  8.17it/s, train_loss=0.405, train_acc=0.875, avg_tr_acc=0.737, avg_tr_loss=0.804][A
Batch:  52%|#####2    | 979/1875 [02:00<01:49,  8.17it/s, train_loss=0.336, train_acc=0.875, avg_tr_acc=0.748, avg_tr_loss=0.771][A
Batch:  57%|#####6    | 1061/1875 [02:10<01:39,  8.17it/s, train_loss=0.305, train_acc=0.938, avg_tr_acc=0.759, avg_tr_loss=0.739][A
Batch:  61%|######    | 1143/1875 [02:20<01:29,  8.17it/s, train_loss=0.228, train_acc=0.938, avg_tr_acc=0.768, avg_tr_loss=0.71] [A
Batch:  65%|######5   | 1225/1875 [02:30<01:19,  8.17it/s, train_loss=0.142, train_acc=0.938, avg_tr_acc=0.777, avg_tr_loss=0.684][A
